Year,Region and country of birth,Total Permanent Residents,Percentage,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2018,Dominican Republic,57413,5.24,42,57,48,28,251,39,1009,65,99,4344,450,0,0,208,112,25,30,29,286,16,480,5234,165,48,37,67,3,23,56,201,9054,12,24871,590,5,328,32,27,3759,1476,94,3,96,383,40,3,235,40,9,107,5
2018,Ecuador,11472,1.05,14,0,35,12,413,24,587,6,18,1349,114,4,12,376,31,29,10,25,17,4,144,163,29,282,7,17,0,14,40,12,2324,11,4353,191,3,54,13,17,217,17,22,0,29,249,26,0,98,28,0,15,3
2018,Egypt,9826,0.9,22,10,67,12,1439,42,76,26,18,473,114,5,8,220,77,100,28,26,47,9,140,350,184,145,4,41,0,38,23,22,1498,3,1486,190,0,205,20,38,425,11,68,11,752,616,34,0,483,170,0,40,0
2018,El Salvador,28326,2.58,35,21,107,365,8213,237,103,26,300,1020,581,14,22,193,228,177,82,50,93,16,2220,1017,78,173,26,99,0,150,489,25,1041,33,2863,802,4,137,53,123,164,66,59,24,161,3598,127,0,2275,230,23,44,0
2018,Equatorial Guinea,17,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2018,Eritrea,2428,0.22,0,0,76,0,323,106,10,0,22,34,81,0,11,47,32,41,32,22,4,26,130,50,30,126,6,50,0,9,60,0,17,0,43,87,7,108,21,26,58,6,19,28,14,281,17,0,108,239,8,8,0
2018,Estonia,151,0.01,0,0,0,0,31,0,4,0,0,15,0,0,0,14,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0,9,0,14,5,0,8,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0
2018,Eswatini (formerly Swaziland),18,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Ethiopia,12403,1.13,11,21,140,8,906,605,45,5,337,137,706,0,19,175,87,175,119,105,20,19,1150,263,113,1736,7,163,6,95,337,0,67,8,220,199,18,471,55,163,181,8,25,145,173,874,57,3,1174,907,28,111,0
2018,Fiji,730,0.07,0,0,15,0,510,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,3,0,30,0,0,0,0,0,7,5,0,5,112,0,0,0
2018,Finland,442,0.04,7,0,3,0,109,14,0,0,5,33,7,0,0,7,3,0,0,0,0,0,9,10,0,10,0,0,0,0,3,0,5,0,29,7,0,6,0,0,8,0,3,0,0,34,0,0,19,84,0,5,0
2018,France,4276,0.39,8,0,27,8,1114,48,42,7,37,406,71,25,14,117,15,13,5,6,19,8,92,197,65,34,0,14,5,3,27,10,214,4,822,49,0,55,11,34,75,7,27,0,25,211,16,5,87,153,0,31,0
2018,French Polynesia,10,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Gabon,112,0.01,0,0,0,0,3,0,0,0,0,4,7,0,0,6,0,0,0,4,0,0,9,0,0,4,0,0,0,3,0,0,4,0,21,0,0,5,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0
2018,Gambia,1023,0.09,3,6,7,0,8,6,13,5,0,10,93,0,0,8,0,5,9,18,3,0,57,10,19,36,0,4,0,10,0,0,10,0,275,41,5,55,0,4,12,16,4,3,15,34,4,0,8,146,0,53,0
2018,Georgia,1643,0.15,0,0,0,0,185,5,35,3,9,39,15,0,0,23,0,0,0,3,0,0,44,15,16,0,0,7,0,0,5,0,194,0,779,5,0,20,0,10,130,4,3,0,3,18,0,0,19,35,0,4,0
2018,Germany,4443,0.41,65,8,48,10,946,86,49,4,34,368,110,35,13,146,47,22,23,27,18,11,68,152,161,40,13,36,18,18,32,27,136,23,488,108,0,74,32,77,102,11,76,8,51,253,26,19,118,142,10,40,5
2018,Ghana,8394,0.77,20,8,51,10,235,134,213,52,18,138,442,10,7,290,46,20,32,43,10,6,623,515,63,157,11,51,0,19,19,4,747,12,1665,178,64,636,49,42,224,51,22,6,77,479,22,5,770,60,6,27,0
2018,Gibraltar,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Greece,1214,0.11,0,0,8,0,148,10,25,8,0,92,17,0,0,82,5,0,0,0,5,4,19,83,31,4,0,8,3,0,3,10,91,3,298,19,0,32,3,10,48,7,12,0,0,46,0,0,28,17,0,16,0
2018,Greenland,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Grenada,501,0.05,0,0,3,0,8,0,4,0,0,27,11,0,0,0,4,3,0,0,0,0,13,9,0,0,0,0,0,0,0,0,26,0,330,5,0,4,0,0,6,0,0,0,0,20,0,0,0,4,0,0,0
2018,Guatemala,15638,1.43,143,7,182,98,4844,166,254,56,55,1172,459,6,28,346,116,132,78,122,69,7,508,619,98,164,32,72,0,244,190,15,647,28,1121,312,0,145,96,231,191,363,98,46,180,845,130,0,548,201,0,30,7
2018,Guinea,1282,0.12,4,0,9,0,21,5,11,6,9,8,61,0,0,14,34,3,0,4,0,0,62,36,32,30,0,9,0,0,0,0,62,0,543,8,0,95,0,3,89,8,0,0,18,30,0,0,18,25,0,11,0
2018,Guinea-Bissau,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Guyana,5165,0.47,5,0,9,0,30,5,119,6,10,389,111,0,0,7,5,5,0,8,3,0,135,37,6,53,6,4,0,0,3,0,468,0,3503,23,0,27,0,0,90,3,12,0,6,39,0,0,15,5,0,3,0
2018,Haiti,21360,1.95,34,4,37,6,135,14,392,169,6,10388,348,0,4,109,75,28,20,64,73,7,346,2102,48,28,3,39,0,4,17,23,1904,0,3605,158,9,61,14,25,549,81,25,4,50,88,29,3,112,28,5,22,0
2018,Honduras,13794,1.26,57,5,72,46,1726,121,126,15,63,2269,400,5,13,224,139,53,68,56,551,5,421,340,90,110,57,71,7,51,75,12,811,23,1464,730,0,106,75,50,165,32,151,5,223,1813,34,0,660,119,8,46,3
2018,Hong Kong,2075,0.19,4,0,19,8,869,15,16,0,9,58,32,33,0,30,7,3,7,3,0,3,47,73,13,10,0,8,0,0,28,10,80,0,329,15,0,21,0,25,27,8,11,0,6,99,14,0,25,98,0,3,0
2018,Hungary,917,0.08,3,0,16,0,169,20,18,0,5,186,16,3,0,16,0,0,4,3,0,0,8,31,17,0,0,7,6,4,31,4,53,0,117,10,0,18,5,17,20,3,7,0,5,42,0,0,12,26,0,6,0
2018,Iceland,89,0.01,0,0,0,0,25,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0
2018,India,59821,5.46,313,10,653,207,12617,399,861,206,55,1982,2450,29,32,3946,819,170,261,313,156,41,1347,1606,1484,681,180,437,7,122,199,178,6554,99,4267,1440,42,1356,283,447,2393,80,417,34,636,5646,135,46,1756,1859,31,511,8
2018,Indonesia,1756,0.16,8,0,24,5,503,66,10,7,10,59,57,16,5,43,15,5,9,10,12,3,43,23,12,22,5,17,6,3,22,18,44,3,153,24,6,27,17,22,69,3,12,4,19,152,8,0,45,87,0,17,0
2018,Iran,10116,0.92,26,0,155,11,4527,94,60,7,31,225,316,7,41,322,54,23,38,40,25,12,275,257,225,55,27,62,4,30,139,8,112,36,320,111,0,134,63,99,153,10,29,0,68,960,51,3,407,403,7,40,4
2018,Iraq,14351,1.31,8,0,624,9,2319,286,69,5,9,276,190,4,100,509,56,80,78,248,47,201,122,335,1734,259,0,303,3,651,48,49,48,54,601,157,77,494,53,286,190,31,16,6,399,1843,179,17,511,616,8,139,0
2018,Ireland,1401,0.13,4,0,13,0,232,22,16,0,11,80,16,3,3,87,17,10,6,8,4,3,11,139,14,19,0,5,0,3,4,5,56,0,340,28,0,16,5,14,34,10,3,0,11,56,6,0,30,42,0,7,0
2018,Israel,3706,0.34,0,0,30,0,1057,38,28,0,10,274,75,7,5,110,19,15,9,9,6,6,72,172,25,42,0,36,3,8,69,3,261,10,658,38,0,47,12,55,102,6,16,0,23,149,4,0,30,142,0,12,0
2018,Italy,3329,0.3,14,4,31,6,627,36,50,6,31,519,41,14,43,108,23,4,8,12,8,5,53,147,79,16,0,16,0,3,24,9,163,11,614,66,0,50,10,30,85,11,12,0,21,156,15,3,63,48,3,17,0
2018,Jamaica,20347,1.86,65,8,50,20,283,85,1026,72,50,5403,1155,8,0,153,57,9,25,25,112,67,637,654,110,46,50,54,0,24,30,39,1335,23,6382,278,20,180,29,17,570,45,179,6,72,381,9,23,313,58,18,54,12
2018,Japan,4317,0.39,23,9,33,9,1332,65,37,5,10,134,71,363,24,110,28,21,13,26,19,9,63,108,99,35,10,29,5,9,29,10,111,25,482,63,4,100,26,57,72,7,23,4,33,193,23,0,66,188,3,31,0
2018,Jordan,5322,0.49,40,4,108,22,770,39,55,3,6,293,93,0,15,579,101,21,24,66,98,19,65,80,323,50,16,73,0,25,12,3,262,17,276,185,4,330,26,34,167,9,37,0,106,536,21,0,141,59,4,81,0
2018,Kazakhstan,1378,0.13,0,0,13,3,248,19,15,4,3,107,35,0,0,55,7,0,0,6,4,0,23,29,7,26,0,13,0,3,12,4,58,6,235,43,3,35,5,20,39,3,3,0,13,99,7,0,54,96,3,4,0
2018,Kenya,7190,0.66,59,15,130,14,351,114,12,45,13,202,266,5,15,73,77,87,128,102,16,84,246,379,84,1290,9,230,5,149,14,46,175,13,249,141,90,445,44,61,181,0,19,21,88,790,30,38,98,377,4,59,0
2018,Kiribati,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Korea, North",41,0.0,0,0,3,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
2018,"Korea, South",17676,1.61,256,53,132,30,5757,196,114,10,29,275,752,182,30,626,133,57,78,42,47,12,428,364,404,120,22,104,0,36,112,7,1421,33,1579,254,10,221,80,207,367,41,51,0,112,1230,67,3,702,684,7,72,0
2018,Kosovo,886,0.08,0,0,18,4,18,7,49,0,0,34,21,0,0,55,0,5,0,14,0,0,16,23,49,0,0,5,0,5,0,0,55,0,303,23,3,7,13,6,24,0,15,0,4,54,0,0,4,17,0,17,0
2018,Kuwait,1090,0.1,11,0,16,0,175,7,8,0,3,51,56,0,5,71,15,0,8,11,8,4,18,39,59,32,4,7,0,0,7,0,48,0,64,32,0,48,4,9,24,0,3,0,25,116,6,0,41,27,0,10,0
2018,Kyrgyzstan,908,0.08,0,0,4,0,100,14,4,0,0,22,7,0,0,191,0,0,5,8,0,0,7,11,4,6,0,14,0,0,0,0,11,0,230,10,0,41,8,3,61,0,11,0,3,27,0,0,31,53,0,0,0
2018,Laos,863,0.08,0,13,5,13,198,12,18,0,5,18,16,13,0,13,0,11,20,0,5,0,0,8,15,190,0,6,0,4,3,0,0,3,7,20,0,15,5,18,5,5,0,0,16,22,5,0,9,26,0,108,0
2018,Latvia,356,0.03,3,0,9,0,41,5,4,0,0,31,11,0,0,25,0,0,0,0,0,5,8,6,10,9,0,4,0,0,4,3,18,0,56,14,0,0,0,4,11,0,0,0,3,17,0,0,8,19,0,9,4
2018,Lebanon,2581,0.24,7,0,32,3,541,11,20,0,14,143,31,3,0,51,20,6,6,4,18,5,30,160,553,34,5,14,0,11,11,13,60,5,136,47,0,97,15,23,45,7,10,0,11,239,12,0,69,39,5,7,0
2018,Lesotho,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Liberia,3101,0.28,5,0,32,3,51,29,17,40,6,34,135,0,0,42,44,89,8,40,0,3,214,96,17,503,0,19,0,5,6,7,223,0,128,121,120,72,16,12,517,128,8,39,31,126,11,0,71,15,0,11,0
2018,Libya,499,0.05,0,0,9,0,47,35,7,0,0,27,8,0,3,19,4,7,5,0,7,5,4,16,41,12,0,8,0,4,4,3,10,5,21,3,0,32,5,8,17,0,0,0,15,52,0,0,12,17,5,8,0
2018,Liechtenstein,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Lithuania,658,0.06,0,0,0,0,67,14,7,0,0,57,13,3,0,242,10,0,3,0,0,0,8,19,15,0,0,0,0,0,5,0,28,0,55,5,0,8,0,6,22,0,8,0,0,14,3,0,7,15,0,8,0
2018,Luxembourg,30,0.0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2018,Macau,91,0.01,0,0,0,0,54,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0
2018,Macedonia,1082,0.1,0,19,8,3,25,10,54,0,3,60,4,0,0,203,63,7,4,0,0,0,13,24,61,0,0,7,0,0,4,0,233,0,128,9,0,15,3,6,8,0,0,0,0,27,0,0,16,7,0,39,0
2018,Madagascar,79,0.01,0,0,0,0,7,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,10,3,0,0,9,7,0,0,0
2018,Malawi,257,0.02,0,0,11,3,6,9,3,0,0,16,10,0,7,9,13,0,3,9,0,0,12,6,18,3,0,0,0,0,0,0,4,0,8,10,0,7,0,0,10,4,0,0,10,27,0,3,11,12,0,4,0
2018,Malaysia,3051,0.28,13,0,82,0,346,103,13,0,6,32,127,4,15,165,227,29,39,66,6,5,61,31,67,32,0,20,0,16,4,12,38,4,338,74,7,46,92,53,62,9,18,3,45,365,16,0,43,77,4,218,0
2018,Maldives,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mali,488,0.04,0,0,5,0,14,12,0,0,3,0,16,0,0,13,8,0,0,0,0,0,45,9,3,0,0,0,0,0,0,0,16,0,186,6,0,31,0,4,60,3,0,0,0,14,0,0,0,16,0,3,0
2018,Malta,58,0.01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0
2018,Marshall Islands,23,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2018,Mauritania,212,0.02,0,0,4,0,0,5,0,0,0,0,0,0,0,5,5,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,78,0,0,9,0,0,0,0,4,0,0,11,0,0,0,0
2018,Mauritius,67,0.01,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0
2018,Mexico,161858,14.76,618,86,8025,901,53572,4053,283,214,84,4048,3451,69,837,9411,1778,790,1607,503,462,10,517,292,1668,1537,315,774,47,925,2611,77,1249,2285,2786,3566,54,814,1919,2459,904,55,721,76,1293,36535,1564,0,840,3413,31,1536,114
2018,"Micronesia, Federated States",19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Moldova,2206,0.2,20,5,18,0,326,19,8,0,0,186,65,0,3,320,19,0,0,0,16,0,24,105,21,83,3,10,3,0,32,3,41,7,150,94,4,50,0,64,30,5,22,0,15,72,8,8,44,272,0,12,8
2018,Monaco,13,0.0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mongolia,636,0.06,0,0,6,3,192,44,3,0,10,7,4,0,0,96,8,0,7,0,0,0,13,3,0,0,0,8,0,3,6,0,8,0,6,6,0,3,0,3,6,0,0,0,0,11,15,0,114,29,0,8,0
2018,Montenegro,299,0.03,0,0,3,0,9,0,6,0,0,8,0,0,0,19,0,0,0,0,0,0,0,5,39,0,0,0,0,0,0,0,19,0,148,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,5,0
2018,Montserrat,20,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Morocco,3077,0.28,7,0,22,4,221,53,67,12,19,302,62,15,0,110,33,7,11,33,20,8,60,305,35,38,17,13,0,6,13,8,212,4,366,95,0,105,38,11,187,16,17,0,15,139,3,7,297,34,3,20,0
2018,Mozambique,100,0.01,0,0,6,0,7,0,0,0,0,6,0,0,0,5,3,5,0,4,0,0,0,4,5,3,0,0,0,0,0,0,0,5,4,0,0,3,0,5,0,0,0,0,0,3,0,0,13,0,0,5,0
2018,Namibia,75,0.01,0,0,3,0,0,6,3,0,0,0,3,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2018,Nauru,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Nepal,11953,1.09,50,15,102,15,1172,422,99,12,5,112,246,50,44,299,58,96,105,278,43,10,698,547,176,185,14,112,10,181,24,118,139,24,1393,280,120,822,79,77,495,26,19,64,102,1523,72,105,858,325,24,93,6
2018,Netherlands,998,0.09,5,0,22,0,247,9,14,0,7,81,23,6,0,33,10,3,7,7,6,0,17,33,21,22,0,9,0,0,5,0,36,3,90,15,0,29,0,21,24,0,7,0,9,82,0,0,28,36,0,9,0
2018,Netherlands Antilles (former),7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,New Caledonia,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,New Zealand,719,0.07,0,0,14,3,199,43,3,0,8,32,10,13,5,23,4,4,0,4,0,0,9,22,15,9,0,8,4,0,6,0,20,0,66,11,0,15,6,20,9,0,5,0,12,33,11,0,11,40,0,5,0
2018,Nicaragua,3061,0.28,5,0,20,4,593,22,22,0,8,1228,67,0,3,31,26,6,0,8,49,3,86,21,8,27,4,14,0,9,42,0,104,0,137,51,0,21,4,13,35,7,19,3,14,209,7,3,72,17,3,17,0
2018,Niger,93,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,25,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2018,Nigeria,13952,1.27,62,13,71,56,1106,73,90,43,81,434,1061,0,12,687,436,28,65,74,80,12,1477,405,244,309,23,158,9,32,69,20,728,23,1247,302,59,348,167,73,336,100,64,0,113,2675,14,4,222,142,18,79,0
2018,Niue,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Norway,284,0.03,0,0,0,0,56,8,0,0,3,29,6,3,0,7,0,0,0,0,0,0,0,9,0,6,0,3,0,0,0,0,12,0,29,5,0,0,0,7,4,0,0,3,3,47,0,0,0,17,0,0,0
2018,Oman,110,0.01,0,0,0,0,24,0,4,0,0,5,4,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,4,0
2018,Pakistan,15802,1.44,78,3,119,46,2003,78,256,36,25,386,494,4,21,962,123,44,47,56,116,17,604,323,348,92,20,113,0,14,57,31,1004,39,3101,380,10,266,100,44,469,23,33,6,93,2032,56,0,1238,226,15,138,4
2018,Palau,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Panama,897,0.08,14,0,5,4,72,10,6,0,5,210,28,0,0,14,10,0,4,6,17,0,20,19,12,4,3,5,0,0,9,0,45,4,134,32,0,9,6,4,15,0,7,0,6,89,8,0,26,13,0,6,0
2018,Papua New Guinea,27,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2018,Paraguay,389,0.04,0,0,5,0,22,9,11,0,4,42,8,0,0,3,0,5,3,0,0,0,20,3,0,0,0,0,0,0,0,0,58,0,118,9,0,0,0,0,5,3,3,0,0,18,0,0,13,3,0,0,0
2018,Peru,9878,0.9,28,14,61,21,1271,147,333,18,28,1776,203,12,39,173,48,19,35,28,36,7,321,145,61,48,16,46,15,12,92,13,1626,17,1184,154,0,87,49,35,149,30,48,10,50,400,172,13,584,107,15,47,9
2018,Philippines,47258,4.31,213,511,657,179,15412,350,215,69,71,2452,610,3229,101,1848,380,179,217,241,265,82,1058,284,466,438,155,331,88,108,1519,80,1683,286,2275,609,162,1095,254,404,544,49,271,64,573,2583,192,26,1109,1553,89,221,57
2018,Poland,4357,0.4,7,3,34,5,319,51,180,4,5,188,27,5,3,1404,24,8,4,11,0,3,33,79,79,19,0,10,5,0,13,9,577,7,748,28,3,36,3,25,87,10,17,4,11,85,9,0,53,82,0,31,0
2018,Portugal,889,0.08,0,0,0,0,123,3,18,0,3,102,13,6,0,21,0,0,0,0,3,0,11,152,8,0,0,0,3,0,3,6,185,0,67,7,0,5,0,0,19,44,4,0,0,37,0,0,10,10,0,5,0
2018,Puerto Rico,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Qatar,236,0.02,0,0,8,0,32,0,0,0,0,0,11,0,0,8,0,0,5,0,0,0,8,5,22,5,0,0,0,0,0,0,8,0,28,5,0,15,0,0,0,0,0,0,5,28,0,0,23,0,0,0,0
2018,Romania,2448,0.22,5,0,64,9,383,35,21,7,7,256,96,7,5,252,17,6,4,5,14,4,48,65,119,26,0,20,0,4,32,9,94,5,239,31,0,67,11,49,53,11,28,0,16,102,9,9,68,97,6,17,3
2018,Russia,8621,0.79,25,19,76,3,2061,136,69,13,30,801,147,27,22,323,30,15,22,19,14,13,156,334,64,104,6,46,18,18,95,24,426,17,1246,240,14,125,37,127,248,19,54,0,51,444,34,8,205,493,6,81,0
2018,Rwanda,1620,0.15,9,0,86,0,27,22,21,0,0,20,59,0,16,39,12,23,19,86,0,24,21,25,174,7,0,46,0,0,4,36,5,8,46,85,14,137,5,13,56,12,8,8,62,273,50,0,37,8,0,11,0
2018,Saint Kitts and Nevis,250,0.02,0,0,0,0,0,0,12,0,0,48,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,74,4,0,0,0,0,5,3,0,0,0,9,0,0,7,0,0,0,0
2018,Saint Lucia,696,0.06,3,0,4,0,5,0,40,3,0,117,23,0,0,4,0,0,0,0,4,0,13,10,0,3,0,0,0,0,0,0,26,0,276,12,0,0,0,0,14,3,6,0,0,53,0,0,5,0,0,3,0
2018,Saint Pierre and Miquelon,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Saint Vincent and the Grenadines,333,0.03,4,0,0,0,8,0,0,0,0,22,9,0,0,0,0,0,0,0,3,0,5,11,4,0,0,0,0,0,0,0,17,0,211,0,0,0,0,0,16,5,0,0,0,4,0,0,0,0,0,0,0
2018,Samoa,179,0.02,0,18,3,0,49,4,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,34,0,0,0
2018,San Marino,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Sao Tome and Principe,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Saudi Arabia,2100,0.19,11,0,47,7,337,17,14,5,9,107,39,4,3,148,21,12,15,12,10,9,61,45,88,49,0,14,0,0,6,10,100,5,138,62,4,96,17,31,47,3,7,3,30,211,3,0,160,53,0,21,0
2018,Senegal,1420,0.13,10,0,5,0,44,23,5,0,7,31,103,0,0,23,19,0,3,45,12,0,84,24,42,6,0,13,0,0,4,4,68,0,388,45,4,165,8,3,28,30,6,0,39,43,0,0,39,22,0,13,3
2018,Serbia,1217,0.11,3,19,11,0,154,21,10,5,18,129,10,0,3,207,16,0,0,3,4,3,20,54,21,12,0,9,0,0,20,4,63,0,172,19,0,30,4,4,18,0,7,0,11,43,0,4,35,13,0,15,0
